x,y
-0.00035460992907801415, 3.219781512605042
0.004609929078014184, 3.2226050420168066
0.008156028368794326, 3.2247563025210084
0.015957446808510637, 3.22690756302521
0.024468085106382976, 3.226638655462185
0.02978723404255319, 3.224487394957983
0.034751773049645385, 3.2219327731092435
0.03794326241134752, 3.219109243697479
0.04113475177304964, 3.2165546218487395
0.04432624113475177, 3.2134621848739497
0.046453900709219856, 3.2110420168067226
0.04964539007092198, 3.2082184873949577
0.053546099290780136, 3.204453781512605
0.057801418439716305, 3.1994789915966386
0.062056737588652475, 3.1947731092436973
0.06666666666666667, 3.1899327731092435
0.07163120567375886, 3.184420168067227
0.07659574468085106, 3.179579831932773
0.08085106382978723, 3.175411764705882
0.08687943262411346, 3.1707058823529413
0.09361702127659574, 3.167075630252101
0.10212765957446808, 3.165596638655462
0.11170212765957446, 3.167075630252101
0.11879432624113474, 3.1708403361344537
0.125531914893617, 3.175546218487395
0.13049645390070921, 3.1805210084033613
0.13546099290780142, 3.1863025210084035
0.14007092198581558, 3.191411764705882
0.1450354609929078, 3.1971932773109244
0.15141843971631205, 3.2036470588235293
0.15673758865248225, 3.2098319327731093
0.1631205673758865, 3.2158823529411764
0.16914893617021276, 3.2213949579831933
0.1780141843971631, 3.225563025210084
0.18652482269503545, 3.2274453781512604
0.19468085106382976, 3.2256974789915964
0.200709219858156, 3.222873949579832
0.2049645390070922, 3.219512605042017
0.20957446808510635, 3.2158823529411764
0.2156028368794326, 3.2103697478991595
0.2205673758865248, 3.2045882352941177
0.225531914893617, 3.1988067226890755
0.23156028368794324, 3.191546218487395
0.23617021276595743, 3.1858991596638653
0.24184397163120566, 3.179848739495798
0.24751773049645387, 3.174739495798319
0.2521276595744681, 3.1707058823529413
0.2581560283687943, 3.167344537815126
0.26489361702127656, 3.1650588235294115
0.2705673758865248, 3.1645210084033613
0.27624113475177303, 3.165327731092437
0.28191489361702127, 3.168285714285714
0.28652482269503543, 3.170974789915966
0.29219858156028367, 3.1752773109243697
0.29645390070921984, 3.1794453781512604
0.30177304964539003, 3.1852268907563026
0.30638297872340425, 3.1903361344537813
0.3113475177304964, 3.1965210084033613
0.3180851063829787, 3.20418487394958
0.32198581560283684, 3.208621848739496
0.3276595744680851, 3.2137310924369746
0.33226950354609924, 3.2181680672268906
